state_number,state_name,consecutive_number,number_of_vehicle_forms_submitted_all,number_of_motor_vehicles_in_transport_mvit,number_of_parked_working_vehicles,number_of_forms_submitted_for_persons_not_in_motor_vehicles,number_of_persons_not_in_motor_vehicles_in_transport_mvit,number_of_persons_in_motor_vehicles_in_transport_mvit,number_of_forms_submitted_for_persons_in_motor_vehicles,county,city,day_of_crash,month_of_crash,year_of_crash,day_of_week,hour_of_crash,minute_of_crash,national_highway_system,land_use,land_use_name,functional_system,functional_system_name,ownership,ownership_name,route_signing,route_signing_name,trafficway_identifier,trafficway_identifier_2,milepoint,latitude,longitude,special_jurisdiction,special_jurisdiction_name,first_harmful_event,first_harmful_event_name,manner_of_collision,manner_of_collision_name,relation_to_junction_within_interchange_area,relation_to_junction_specific_location,relation_to_junction_specific_location_name,type_of_intersection,work_zone,relation_to_trafficway,relation_to_trafficway_name,light_condition,light_condition_name,atmospheric_conditions_1,atmospheric_conditions_1_name,atmospheric_conditions_2,atmospheric_conditions_2_name,atmospheric_conditions,atmospheric_conditions_name,school_bus_related,rail_grade_crossing_identifier,hour_of_notification,minute_of_notification,hour_of_arrival_at_scene,minute_of_arrival_at_scene,hour_of_ems_arrival_at_hospital,minute_of_ems_arrival_at_hospital,related_factors_crash_level_1,related_factors_crash_level_1_name,related_factors_crash_level_2,related_factors_crash_level_2_name,related_factors_crash_level_3,related_factors_crash_level_3_name,number_of_fatalities,number_of_drunk_drivers,timestamp_of_crash,waktu_kategori,tipe_hari,nama_hari
40,Oklahoma,400066,1,1,0,0,0,1,1,51,0,23,2,2015,2,13,8,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-44,,341,35.2369,-97.6805,0,No Special Jurisdiction (Includes National Forests Since 2008),1,Rollover/Overturn,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,3,"Sleet, Hail",12,Freezing Rain or Drizzle,3,"Sleet, Hail",No,0000000,88,88,88,88,88,88,0,None,0,None,0,None,1,0,2015-02-23 13:08:00+00:00,Siang (12-17),Hari Kerja,Senin
47,Tennessee,470120,1,1,0,0,0,2,2,75,0,20,2,2015,6,13,44,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-40,,234,35.58903056,-89.08061111,0,No Special Jurisdiction (Includes National Forests Since 2008),1,Rollover/Overturn,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,8,Not Reported,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,0,2015-02-20 13:44:00+00:00,Siang (12-17),Hari Kerja,Jumat
55,Wisconsin,550462,1,1,0,0,0,1,1,71,0,1,12,2015,3,0,8,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-43,,1530,44.14798611,-87.73170833,0,No Special Jurisdiction (Includes National Forests Since 2008),1,Rollover/Overturn,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,2,Dark – Not Lighted,3,"Sleet, Hail",12,Freezing Rain or Drizzle,3,"Sleet, Hail",No,0000000,0,15,0,23,88,88,0,None,0,None,0,None,1,0,2015-12-01 00:08:00+00:00,Dini hari (00-05),Hari Kerja,Selasa
48,Texas,482753,1,1,0,0,0,3,3,227,0,16,11,2015,2,11,40,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-20,,422,32.32495,-101.20073611,0,No Special Jurisdiction (Includes National Forests Since 2008),1,Rollover/Overturn,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,6,Severe Crosswinds,0,No Additional Atmospheric Conditions,6,Severe Crosswinds,No,0000000,99,98,99,98,88,88,0,None,0,None,0,None,1,0,2015-11-16 11:40:00+00:00,Pagi (06-11),Hari Kerja,Senin
17,Illinois,170742,1,1,0,0,0,2,2,107,0,24,10,2015,7,9,29,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-55,,1340,40.20431944,-89.29664167,0,No Special Jurisdiction (Includes National Forests Since 2008),1,Rollover/Overturn,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,6,Severe Crosswinds,0,No Additional Atmospheric Conditions,6,Severe Crosswinds,No,0000000,9,29,99,99,99,99,0,None,0,None,0,None,1,0,2015-10-24 09:29:00+00:00,Pagi (06-11),Akhir Pekan,Sabtu
37,North Carolina,370319,1,1,0,0,0,1,1,97,0,30,4,2015,5,19,4,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-77,,0,35.84970556,-80.85941667,0,No Special Jurisdiction (Includes National Forests Since 2008),24,Guardrail Face,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,3,On Median,1,Daylight,6,Severe Crosswinds,1,Clear,6,Severe Crosswinds,No,0000000,18,51,19,0,99,99,0,None,0,None,0,None,1,0,2015-04-30 19:04:00+00:00,Malam (18-23),Hari Kerja,Kamis
35,New Mexico,350079,1,1,0,0,0,2,2,23,0,16,5,2015,7,12,40,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-10,,360,32.256225,-108.51276389,0,No Special Jurisdiction (Includes National Forests Since 2008),1,Rollover/Overturn,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,3,On Median,1,Daylight,8,Other,0,No Additional Atmospheric Conditions,8,Other,No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,0,2015-05-16 12:40:00+00:00,Siang (12-17),Akhir Pekan,Sabtu
35,New Mexico,350094,1,1,0,0,0,1,1,31,0,9,6,2015,3,7,16,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-40,,288,35.53118333,-108.62201111,3,Indian Reservation,38,Fence,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,3,On Median,4,Dawn,8,Other,0,No Additional Atmospheric Conditions,8,Other,No,0000000,12,3,13,40,14,31,0,None,0,None,0,None,1,0,2015-06-09 07:16:00+00:00,Pagi (06-11),Hari Kerja,Selasa
56,Wyoming,560003,1,1,0,0,0,5,5,21,0,4,1,2015,1,8,32,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-25,,341,41.4718,-104.8931,0,No Special Jurisdiction (Includes National Forests Since 2008),1,Rollover/Overturn,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,3,On Median,1,Daylight,11,Blowing Snow,10,Cloudy,11,Blowing Snow,No,0000000,8,34,8,57,10,5,0,None,0,None,0,None,1,0,2015-01-04 08:32:00+00:00,Pagi (06-11),Akhir Pekan,Minggu
46,South Dakota,460114,1,1,0,0,0,1,1,81,0,31,12,2015,5,9,18,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-90 E,,281,44.42842222,-103.57282778,0,No Special Jurisdiction (Includes National Forests Since 2008),1,Rollover/Overturn,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,3,On Median,1,Daylight,11,Blowing Snow,0,No Additional Atmospheric Conditions,11,Blowing Snow,No,0000000,9,19,9,24,9,47,0,None,0,None,0,None,1,0,2015-12-31 09:18:00+00:00,Pagi (06-11),Hari Kerja,Kamis
5,Arkansas,50009,1,1,0,0,0,3,3,143,0,11,1,2015,1,5,20,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-49-28,,470,35.84558333,-94.18388611,0,No Special Jurisdiction (Includes National Forests Since 2008),1,Rollover/Overturn,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,5,Outside Trafficway,2,Dark – Not Lighted,12,Freezing Rain or Drizzle,0,No Additional Atmospheric Conditions,12,Freezing Rain or Drizzle,No,0000000,5,23,5,44,99,99,0,None,0,None,0,None,1,0,2015-01-11 05:20:00+00:00,Dini hari (00-05),Akhir Pekan,Minggu
38,North Dakota,380112,1,1,0,0,0,4,4,93,0,14,12,2015,2,6,55,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-94,,2705,46.89258889,-98.45746944,0,No Special Jurisdiction (Includes National Forests Since 2008),1,Rollover/Overturn,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,4,Dawn,12,Freezing Rain or Drizzle,0,No Additional Atmospheric Conditions,12,Freezing Rain or Drizzle,No,0000000,7,3,7,26,8,7,0,None,0,None,0,None,1,0,2015-12-14 06:55:00+00:00,Pagi (06-11),Hari Kerja,Senin
24,Maryland,240045,1,1,0,0,0,1,1,3,0,1,3,2015,1,18,58,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-695,,7,39.20223889,-76.63190556,0,No Special Jurisdiction (Includes National Forests Since 2008),25,Concrete Traffic Barrier,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,2,Dark – Not Lighted,2,Rain,3,"Sleet, Hail",3,"Sleet, Hail",No,0000000,18,58,19,2,88,88,0,None,0,None,0,None,1,1,2015-03-01 18:58:00+00:00,Malam (18-23),Akhir Pekan,Minggu
49,Utah,490050,1,1,0,0,0,1,1,53,2050,3,3,2015,3,14,15,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-15,,164,37.16820833,-113.44891389,0,No Special Jurisdiction (Includes National Forests Since 2008),1,Rollover/Overturn,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",No,0000000,14,23,14,30,14,51,0,None,0,None,0,None,1,0,2015-03-03 14:15:00+00:00,Siang (12-17),Hari Kerja,Selasa
51,Virginia,510089,1,1,0,0,0,4,4,87,0,5,3,2015,5,13,59,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-295,,75,37.67107778,-77.49213611,0,No Special Jurisdiction (Includes National Forests Since 2008),42,Tree (Standing Only),0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,0,2015-03-05 13:59:00+00:00,Siang (12-17),Hari Kerja,Kamis
22,Louisiana,220017,1,1,0,0,0,1,1,33,150,3,1,2015,7,3,12,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-110,,22,30.4591,-91.16641111,0,No Special Jurisdiction (Includes National Forests Since 2008),25,Concrete Traffic Barrier,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,3,On Median,7,Other,8,Other,0,No Additional Atmospheric Conditions,8,Other,No,0000000,99,99,99,99,88,88,0,None,0,None,0,None,1,1,2015-01-03 03:12:00+00:00,Dini hari (00-05),Akhir Pekan,Sabtu
46,South Dakota,460006,1,1,0,0,0,2,2,103,2250,31,1,2015,7,15,20,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-90 E,,562,44.10815278,-103.26219444,0,No Special Jurisdiction (Includes National Forests Since 2008),31,"Other Post, Other Pole, or Other Support",0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,12,Freezing Rain or Drizzle,0,No Additional Atmospheric Conditions,12,Freezing Rain or Drizzle,No,0000000,15,23,15,35,17,39,0,None,0,None,0,None,1,0,2015-01-31 15:20:00+00:00,Siang (12-17),Akhir Pekan,Sabtu
12,Florida,122013,1,1,0,0,0,1,1,11,0,28,9,2015,2,5,0,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-75,,99998,26.119925,-80.33665278,0,No Special Jurisdiction (Includes National Forests Since 2008),35,Embankment,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,Utility,4,On Roadside,2,Dark – Not Lighted,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,No,0000000,99,99,99,99,88,88,0,None,0,None,0,None,1,0,2015-09-28 05:00:00+00:00,Dini hari (00-05),Hari Kerja,Senin
24,Maryland,240140,1,1,0,0,0,1,1,5,0,10,5,2015,1,23,54,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-95,,0,39.42700833,-76.39000278,0,No Special Jurisdiction (Includes National Forests Since 2008),31,"Other Post, Other Pole, or Other Support",0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,2,Dark – Not Lighted,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,No,0000000,99,99,99,99,88,88,0,None,0,None,0,None,1,0,2015-05-10 23:54:00+00:00,Malam (18-23),Akhir Pekan,Minggu
25,Massachusetts,250212,1,1,0,0,0,1,1,23,770,12,11,2015,5,6,30,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-495 N,,56,41.89056389,-70.9405,0,No Special Jurisdiction (Includes National Forests Since 2008),24,Guardrail Face,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,4,Dawn,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,No,0000000,6,40,6,45,7,8,0,None,0,None,0,None,1,0,2015-11-12 06:30:00+00:00,Pagi (06-11),Hari Kerja,Kamis
51,Virginia,510014,1,1,0,0,0,1,1,87,0,14,1,2015,4,5,30,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-295,,5,37.65944444,-77.44694444,0,No Special Jurisdiction (Includes National Forests Since 2008),1,Rollover/Overturn,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Yes,5,Entrance/Exit Ramp Related,Not an Intersection,None,4,On Roadside,4,Dawn,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",No,0000000,99,99,99,99,88,88,0,None,0,None,0,None,1,0,2015-01-14 05:30:00+00:00,Dini hari (00-05),Hari Kerja,Rabu
51,Virginia,510088,1,1,0,0,0,2,2,59,0,1,3,2015,1,15,46,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-95,,5,38.78083333,-77.17944444,0,No Special Jurisdiction (Includes National Forests Since 2008),24,Guardrail Face,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,5,Entrance/Exit Ramp Related,Not an Intersection,None,4,On Roadside,1,Daylight,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,0,2015-03-01 15:46:00+00:00,Siang (12-17),Akhir Pekan,Minggu
13,Georgia,130800,1,1,0,0,0,1,1,121,280,19,8,2015,4,22,48,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-75(RAMP),,28,33.79386944,-84.39179444,0,No Special Jurisdiction (Includes National Forests Since 2008),34,Ditch,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Yes,5,Entrance/Exit Ramp Related,Not an Intersection,None,4,On Roadside,2,Dark – Not Lighted,8,Other,0,No Additional Atmospheric Conditions,8,Other,No,0000000,22,53,23,1,23,26,0,None,0,None,0,None,1,0,2015-08-19 22:48:00+00:00,Malam (18-23),Hari Kerja,Rabu
17,Illinois,170884,1,1,0,0,0,7,7,31,1670,28,12,2015,2,6,40,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-55 (STEVENSON EXPWY),,2905,41.83692222,-87.67911389,0,No Special Jurisdiction (Includes National Forests Since 2008),18,Other Object (Not Fixed),0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Yes,19,Other Location Within Interchange Area,Not an Intersection,Construction,4,On Roadside,1,Daylight,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",No,0000000,6,47,99,99,99,99,3,Other Maintenance or Construction-Created Condition,0,None,0,None,1,0,2015-12-28 06:40:00+00:00,Pagi (06-11),Hari Kerja,Senin
18,Indiana,180039,1,1,0,1,1,1,1,11,2630,27,1,2015,3,2,40,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-65 N,,1402,40.04766944,-86.48992778,0,No Special Jurisdiction (Includes National Forests Since 2008),8,Pedestrian,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,1,On Roadway,2,Dark – Not Lighted,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",No,0000000,99,98,99,98,99,98,19,Recent Previous Crash Scene Nearby (Since 1989),0,None,0,None,1,0,2015-01-27 02:40:00+00:00,Dini hari (00-05),Hari Kerja,Selasa
53,Washington,530480,1,1,0,1,1,2,2,37,0,2,12,2015,4,16,45,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-90,,1176,46.97160278,-120.35184167,0,No Special Jurisdiction (Includes National Forests Since 2008),8,Pedestrian,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,2,On Shoulder,2,Dark – Not Lighted,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",No,0000000,99,98,99,98,88,88,23,Indication of a Stalled/Disabled Vehicle (Since 2008),24,"Unstabilized Situation Began and All Harmful Events Occurred Off of the
Roadway (Since 2012)",0,None,1,0,2015-12-02 16:45:00+00:00,Siang (12-17),Hari Kerja,Rabu
5,Arkansas,50088,1,1,0,1,1,1,1,119,2320,14,3,2015,7,5,10,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-30-23,,1319,34.67823889,-92.35961667,0,No Special Jurisdiction (Includes National Forests Since 2008),8,Pedestrian,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,1,On Roadway,2,Dark – Not Lighted,8,Other,0,No Additional Atmospheric Conditions,8,Other,No,0000000,5,12,5,31,99,99,0,None,0,None,0,None,1,0,2015-03-14 05:10:00+00:00,Dini hari (00-05),Akhir Pekan,Sabtu
40,Oklahoma,400010,1,1,0,2,2,3,3,103,0,1,1,2015,5,14,17,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-35,,46,36.2252,-97.3281,0,No Special Jurisdiction (Includes National Forests Since 2008),8,Pedestrian,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,3,"Sleet, Hail",12,Freezing Rain or Drizzle,3,"Sleet, Hail",No,0000000,14,9,14,18,14,29,19,Recent Previous Crash Scene Nearby (Since 1989),0,None,0,None,1,0,2015-01-01 14:17:00+00:00,Siang (12-17),Hari Kerja,Kamis
51,Virginia,510066,1,1,0,0,0,1,1,61,0,23,1,2015,6,19,7,0,1,Rural,4,Minor Arterial,1,State Highway Agency,2,U.S. Highway,US-50,,434,38.97083333,-77.78666667,0,No Special Jurisdiction (Includes National Forests Since 2008),35,Embankment,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,2,Dark – Not Lighted,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",No,0000000,19,8,19,14,21,31,0,None,0,None,0,None,1,0,2015-01-23 19:07:00+00:00,Malam (18-23),Hari Kerja,Jumat
51,Virginia,510061,1,1,0,0,0,2,2,41,0,21,2,2015,7,13,55,0,1,Rural,4,Minor Arterial,1,State Highway Agency,2,U.S. Highway,US-1,,1020,37.44444444,-77.70324722,0,No Special Jurisdiction (Includes National Forests Since 2008),42,Tree (Standing Only),0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,0,2015-02-21 13:55:00+00:00,Siang (12-17),Akhir Pekan,Sabtu
53,Washington,530459,1,1,0,0,0,1,1,63,0,17,11,2015,3,17,30,0,1,Rural,4,Minor Arterial,1,State Highway Agency,3,State Highway,SR-904,,160,47.55246667,-117.59153611,0,No Special Jurisdiction (Includes National Forests Since 2008),18,Other Object (Not Fixed),0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,1,On Roadway,2,Dark – Not Lighted,6,Severe Crosswinds,0,No Additional Atmospheric Conditions,6,Severe Crosswinds,No,0000000,88,88,88,88,88,88,0,None,0,None,0,None,1,0,2015-11-17 17:30:00+00:00,Siang (12-17),Hari Kerja,Selasa
21,Kentucky,210407,1,1,0,0,0,1,1,135,0,26,8,2015,4,19,40,0,1,Rural,4,Minor Arterial,1,State Highway Agency,3,State Highway,SR-8,,246,38.61251389,-83.209125,0,No Special Jurisdiction (Includes National Forests Since 2008),35,Embankment,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,7,"Blowing Sand, Soil, Dirt",0,No Additional Atmospheric Conditions,7,"Blowing Sand, Soil, Dirt",No,0000000,19,44,99,99,88,88,0,None,0,None,0,None,1,1,2015-08-26 19:40:00+00:00,Malam (18-23),Hari Kerja,Rabu
29,Missouri,290013,1,1,0,0,0,2,2,21,0,1,1,2015,5,7,46,0,1,Rural,4,Minor Arterial,1,State Highway Agency,2,U.S. Highway,US-169,,121,39.69441667,-94.71713889,0,No Special Jurisdiction (Includes National Forests Since 2008),35,Embankment,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,8,Other,1,Clear,8,Other,No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,1,2015-01-01 07:46:00+00:00,Pagi (06-11),Hari Kerja,Kamis
22,Louisiana,220643,1,1,0,0,0,1,1,71,1690,26,12,2015,7,6,17,0,1,Rural,4,Minor Arterial,1,State Highway Agency,2,U.S. Highway,US-90 CHEF MENTEUR,,2817,30.09046389,-89.78187222,0,No Special Jurisdiction (Includes National Forests Since 2008),42,Tree (Standing Only),0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,8,Other,0,No Additional Atmospheric Conditions,8,Other,No,0000000,88,88,88,88,88,88,0,None,0,None,0,None,1,0,2015-12-26 06:17:00+00:00,Pagi (06-11),Akhir Pekan,Sabtu
42,Pennsylvania,420187,1,1,0,0,0,1,1,75,0,10,3,2015,3,8,5,0,1,Rural,4,Minor Arterial,1,State Highway Agency,3,State Highway,SR-501,,51,40.32198611,-76.30240833,0,No Special Jurisdiction (Includes National Forests Since 2008),30,Utility Pole/Light Support,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,8,Other,0,No Additional Atmospheric Conditions,8,Other,No,0000000,99,99,99,99,88,88,0,None,0,None,0,None,1,0,2015-03-10 08:05:00+00:00,Pagi (06-11),Hari Kerja,Selasa
26,Michigan,260521,3,1,2,0,0,1,1,55,0,23,8,2015,1,2,18,0,1,Rural,4,Minor Arterial,98,Not Reported,4,County Road,CR-CASS RD,,29,44.73605833,-85.62552222,0,No Special Jurisdiction (Includes National Forests Since 2008),43,Other Fixed Object,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,2,Dark – Not Lighted,8,Other,0,No Additional Atmospheric Conditions,8,Other,No,0000000,11,19,11,26,88,88,0,None,0,None,0,None,1,1,2015-08-23 02:18:00+00:00,Dini hari (00-05),Akhir Pekan,Minggu
27,Minnesota,270357,1,1,0,0,0,2,2,41,0,15,12,2015,3,5,22,0,1,Rural,4,Minor Arterial,1,State Highway Agency,3,State Highway,SR-29,,933,46.05157778,-95.31798333,0,No Special Jurisdiction (Includes National Forests Since 2008),34,Ditch,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,2,Dark – Not Lighted,10,Cloudy,12,Freezing Rain or Drizzle,12,Freezing Rain or Drizzle,No,0000000,5,24,5,39,99,99,0,None,0,None,0,None,1,0,2015-12-15 05:22:00+00:00,Dini hari (00-05),Hari Kerja,Selasa
27,Minnesota,270058,1,1,0,0,0,1,1,109,0,29,3,2015,1,8,9,0,1,Rural,4,Minor Arterial,1,State Highway Agency,3,State Highway,SR-30,,2301,43.86266389,-92.36703333,0,No Special Jurisdiction (Includes National Forests Since 2008),34,Ditch,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,10,Cloudy,6,Severe Crosswinds,6,Severe Crosswinds,No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,0,2015-03-29 08:09:00+00:00,Pagi (06-11),Akhir Pekan,Minggu
31,Nebraska,310030,1,1,0,0,0,1,1,55,0,3,3,2015,3,6,35,0,1,Rural,4,Minor Arterial,2,County Highway Agency,4,County Road,CR-STATE ST,,0,41.33531667,-96.21028889,0,No Special Jurisdiction (Includes National Forests Since 2008),42,Tree (Standing Only),0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,4,Dawn,12,Freezing Rain or Drizzle,0,No Additional Atmospheric Conditions,12,Freezing Rain or Drizzle,No,0000000,88,88,88,88,88,88,0,None,0,None,0,None,1,0,2015-03-03 06:35:00+00:00,Pagi (06-11),Hari Kerja,Selasa
41,Oregon,410086,1,1,0,0,0,4,4,19,0,12,4,2015,1,12,1,0,1,Rural,4,Minor Arterial,1,State Highway Agency,3,State Highway,SR-138E (ODOT 138),,420,43.32054167,-122.693925,0,No Special Jurisdiction (Includes National Forests Since 2008),42,Tree (Standing Only),0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,No,0000000,13,30,14,0,99,99,0,None,0,None,0,None,2,0,2015-04-12 12:01:00+00:00,Siang (12-17),Akhir Pekan,Minggu
