state_number,state_name,consecutive_number,number_of_vehicle_forms_submitted_all,number_of_motor_vehicles_in_transport_mvit,number_of_parked_working_vehicles,number_of_forms_submitted_for_persons_not_in_motor_vehicles,number_of_persons_not_in_motor_vehicles_in_transport_mvit,number_of_persons_in_motor_vehicles_in_transport_mvit,number_of_forms_submitted_for_persons_in_motor_vehicles,county,city,day_of_crash,month_of_crash,year_of_crash,day_of_week,hour_of_crash,minute_of_crash,national_highway_system,land_use,land_use_name,functional_system,functional_system_name,ownership,ownership_name,route_signing,route_signing_name,trafficway_identifier,trafficway_identifier_2,milepoint,latitude,longitude,special_jurisdiction,special_jurisdiction_name,first_harmful_event,first_harmful_event_name,manner_of_collision,manner_of_collision_name,relation_to_junction_within_interchange_area,relation_to_junction_specific_location,relation_to_junction_specific_location_name,type_of_intersection,work_zone,relation_to_trafficway,relation_to_trafficway_name,light_condition,light_condition_name,atmospheric_conditions_1,atmospheric_conditions_1_name,atmospheric_conditions_2,atmospheric_conditions_2_name,atmospheric_conditions,atmospheric_conditions_name,school_bus_related,rail_grade_crossing_identifier,hour_of_notification,minute_of_notification,hour_of_arrival_at_scene,minute_of_arrival_at_scene,hour_of_ems_arrival_at_hospital,minute_of_ems_arrival_at_hospital,related_factors_crash_level_1,related_factors_crash_level_1_name,related_factors_crash_level_2,related_factors_crash_level_2_name,related_factors_crash_level_3,related_factors_crash_level_3_name,number_of_fatalities,number_of_drunk_drivers,timestamp_of_crash,waktu_kategori,tipe_hari,nama_hari
42,Pennsylvania,420290,1,1,0,0,0,2,2,49,0,25,5,2015,2,16,40,0,1,Rural,7,Local,3,Town or Township Highway Agency,6,Local Street – Municipality,STATELINE RD,,0,42.15123889,-79.76176944,0,No Special Jurisdiction (Includes National Forests Since 2008),19,Building,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,5,Outside Trafficway,1,Daylight,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,0000000,17,58,18,12,18,51,0,None,0,None,0,None,1,1,2015-05-25 16:40:00+00:00,Siang (12-17),Hari Kerja,Senin
4,Arizona,40489,1,1,0,0,0,2,2,1,0,30,7,2015,5,18,45,0,1,Rural,7,Local,98,Not Reported,8,Other,BIA 13,,0,36.42489444,-109.1998,3,Indian Reservation,35,Embankment,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,0000000,18,47,19,26,20,31,0,None,0,None,0,None,1,0,2015-07-30 18:45:00+00:00,Malam (18-23),Hari Kerja,Kamis
4,Arizona,40349,1,1,0,0,0,4,4,17,0,24,5,2015,1,0,9,0,1,Rural,7,Local,62,Bureau of Indian Affairs,8,Other,BIA 8062,,0,99.9999,999.9999,3,Indian Reservation,35,Embankment,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,2,Dark – Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,0000000,0,11,1,3,99,99,0,None,0,None,0,None,1,1,2015-05-24 00:09:00+00:00,Dini hari (00-05),Akhir Pekan,Minggu
12,Florida,121549,1,1,0,0,0,1,1,83,0,15,8,2015,7,19,58,0,1,Rural,7,Local,25,Other Local Agency,8,Other,SE 47TH AVE,,99998,29.01856944,-82.07031111,0,No Special Jurisdiction (Includes National Forests Since 2008),38,Fence,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,2,Dark – Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,0000000,99,99,99,99,88,88,0,None,0,None,0,None,1,1,2015-08-15 19:58:00+00:00,Malam (18-23),Akhir Pekan,Sabtu
35,New Mexico,350119,1,1,0,0,0,1,1,33,153,9,7,2015,5,10,22,0,1,Rural,7,Local,98,Not Reported,8,Other,MOUNTAIN RD,,0,36.13234722,-105.38143333,0,No Special Jurisdiction (Includes National Forests Since 2008),1,Rollover/Overturn,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,1,On Roadway,1,Daylight,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,0000000,99,99,99,99,88,88,0,None,0,None,0,None,1,1,2015-07-09 10:22:00+00:00,Pagi (06-11),Hari Kerja,Kamis
51,Virginia,510496,1,1,0,0,0,1,1,145,0,29,9,2015,3,15,5,0,1,Rural,7,Local,1,State Highway Agency,9,Unknown,CARTERSVILLE RD,,99999,37.60888889,-78.00444444,0,No Special Jurisdiction (Includes National Forests Since 2008),42,Tree (Standing Only),0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,0000000,15,9,15,22,88,88,0,None,0,None,0,None,1,0,2015-09-29 15:05:00+00:00,Siang (12-17),Hari Kerja,Selasa
34,New Jersey,340387,1,1,0,0,0,2,2,33,2725,29,11,2015,1,0,48,0,1,Rural,7,Local,98,Not Reported,9,Unknown,WATERWORKS RD,,6,39.54941111,-75.40013889,0,No Special Jurisdiction (Includes National Forests Since 2008),42,Tree (Standing Only),0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,5,Outside Trafficway,2,Dark – Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,1,2015-11-29 00:48:00+00:00,Dini hari (00-05),Akhir Pekan,Minggu
47,Tennessee,470922,1,1,0,0,0,2,2,181,0,25,10,2015,1,9,37,0,1,Rural,7,Local,66,National Park Service,4,County Road,CR-NATCHEZ TRACE PKWY,,22,35.03609167,-87.81791944,1,National Park Service,42,Tree (Standing Only),0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,10,Cloudy,2,Rain,2,Rain,No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,0,2015-10-25 09:37:00+00:00,Pagi (06-11),Akhir Pekan,Minggu
27,Minnesota,270118,1,1,0,0,0,2,2,7,9999,16,5,2015,7,17,12,0,1,Rural,7,Local,62,Bureau of Indian Affairs,8,Other,INDIAN SERVICE RD 40,,0,99.9999,999.9999,3,Indian Reservation,34,Ditch,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,5,Dusk,10,Cloudy,2,Rain,2,Rain,No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,1,2015-05-16 17:12:00+00:00,Siang (12-17),Akhir Pekan,Sabtu
45,South Carolina,450757,1,1,0,0,0,1,1,63,0,4,11,2015,4,0,10,0,1,Rural,7,Local,1,State Highway Agency,3,State Highway,SR-158,SR-1433,73,33.9347,-81.48948889,0,No Special Jurisdiction (Includes National Forests Since 2008),42,Tree (Standing Only),0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,3,Intersection Related,T-Intersection,None,5,Outside Trafficway,2,Dark – Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,0000000,88,88,88,88,88,88,0,None,0,None,0,None,1,1,2015-11-04 00:10:00+00:00,Dini hari (00-05),Hari Kerja,Rabu
5,Arkansas,50416,1,1,0,0,0,1,1,27,2490,7,11,2015,7,0,1,0,1,Rural,7,Local,2,County Highway Agency,4,County Road,CR-11,CR-34,0,33.24037778,-93.195175,0,No Special Jurisdiction (Includes National Forests Since 2008),42,Tree (Standing Only),0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,3,Intersection Related,T-Intersection,None,4,On Roadside,2,Dark – Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,0000000,99,99,99,99,88,88,0,None,0,None,0,None,1,1,2015-11-07 00:01:00+00:00,Dini hari (00-05),Akhir Pekan,Sabtu
40,Oklahoma,400485,1,1,0,0,0,2,2,121,0,5,11,2015,5,4,15,0,1,Rural,7,Local,2,County Highway Agency,4,County Road,CR-1450,FRINK CHAMBERS RD,0,34.88768333,-95.80704167,0,No Special Jurisdiction (Includes National Forests Since 2008),5,Fell/Jumped from Vehicle,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,3,Intersection Related,T-Intersection,None,1,On Roadway,2,Dark – Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,0000000,4,29,4,35,88,88,20,Police-Pursuit-Involved (Since 1994),0,None,0,None,1,0,2015-11-05 04:15:00+00:00,Dini hari (00-05),Hari Kerja,Kamis
22,Louisiana,220248,1,1,0,0,0,2,2,1,0,25,5,2015,2,23,50,0,1,Rural,7,Local,2,County Highway Agency,4,County Road,CR-JASMINE RD,CR-FRANKEL FARMS RD,0,30.23505,-92.40605,0,No Special Jurisdiction (Includes National Forests Since 2008),35,Embankment,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,3,Intersection Related,T-Intersection,None,8,Gore,2,Dark – Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,0000000,23,58,0,11,88,88,0,None,0,None,0,None,1,1,2015-05-25 23:50:00+00:00,Malam (18-23),Hari Kerja,Senin
50,Vermont,500046,2,1,1,0,0,1,1,15,390,3,12,2015,5,12,35,0,1,Rural,7,Local,1,State Highway Agency,5,Local Street – Township,CENTER ROAD,VT 15,99999,44.57544722,-72.59193333,0,No Special Jurisdiction (Includes National Forests Since 2008),14,Parked Motor Vehicle (Not In Transport),0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,3,Intersection Related,T-Intersection,None,5,Outside Trafficway,1,Daylight,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,0000000,12,37,12,37,13,5,0,None,0,None,0,None,1,0,2015-12-03 12:35:00+00:00,Siang (12-17),Hari Kerja,Kamis
36,New York,360365,1,1,0,0,0,2,2,89,1292,21,6,2015,1,9,4,0,1,Rural,7,Local,3,Town or Township Highway Agency,5,Local Street – Township,WILDWOOD RD,FRENCH HILL RD,0,44.56337778,-74.88170278,0,No Special Jurisdiction (Includes National Forests Since 2008),34,Ditch,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,3,Intersection Related,T-Intersection,None,4,On Roadside,1,Daylight,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,0000000,9,4,9,21,11,6,0,None,0,None,0,None,1,1,2015-06-21 09:04:00+00:00,Pagi (06-11),Akhir Pekan,Minggu
37,North Carolina,371045,1,1,0,0,0,1,1,123,0,2,11,2015,2,18,53,0,1,Rural,7,Local,99,Unknown,5,Local Street – Township,CABIN CREEK RD.,POST OFFICE RD.,99999,35.34545278,-79.74978611,0,No Special Jurisdiction (Includes National Forests Since 2008),42,Tree (Standing Only),0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,3,Intersection Related,T-Intersection,None,4,On Roadside,2,Dark – Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,0000000,18,50,19,1,19,44,0,None,0,None,0,None,1,0,2015-11-02 18:53:00+00:00,Malam (18-23),Hari Kerja,Senin
1,Alabama,10694,2,1,1,0,0,1,1,73,350,21,12,2015,2,16,20,0,1,Rural,7,Local,4,City or Municipal Highway Agency,6,Local Street – Municipality,SAM PATE DR,MEG DR,0,33.60813333,-86.70830833,0,No Special Jurisdiction (Includes National Forests Since 2008),14,Parked Motor Vehicle (Not In Transport),0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,3,Intersection Related,T-Intersection,None,5,Outside Trafficway,3,Dark – Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,0000000,99,99,16,30,99,99,0,None,0,None,0,None,1,0,2015-12-21 16:20:00+00:00,Siang (12-17),Hari Kerja,Senin
12,Florida,120511,1,1,0,0,0,1,1,99,0,28,3,2015,7,2,15,0,1,Rural,7,Local,25,Other Local Agency,6,Local Street – Municipality,LAKE OSBORNE DR,BUFFALO ST,99998,26.61518056,-80.07384167,0,No Special Jurisdiction (Includes National Forests Since 2008),38,Fence,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,3,Intersection Related,T-Intersection,None,4,On Roadside,6,Dark – Unknown Lighting,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,0000000,99,99,99,99,88,88,0,None,0,None,0,None,1,1,2015-03-28 02:15:00+00:00,Dini hari (00-05),Akhir Pekan,Sabtu
47,Tennessee,470837,1,1,0,0,0,1,1,155,920,1,12,2015,3,21,38,0,1,Rural,7,Local,4,City or Municipal Highway Agency,6,Local Street – Municipality,CHEROKEE ORCHARD RD,AIRPORT RD/HISTORIC NATURE TRA,0,35.70268889,-83.5152,0,No Special Jurisdiction (Includes National Forests Since 2008),35,Embankment,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,3,Intersection Related,T-Intersection,None,4,On Roadside,2,Dark – Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,0000000,99,99,99,99,99,99,20,Police-Pursuit-Involved (Since 1994),0,None,0,None,1,1,2015-12-01 21:38:00+00:00,Malam (18-23),Hari Kerja,Selasa
29,Missouri,290778,1,1,0,0,0,1,1,93,0,28,12,2015,2,9,15,0,1,Rural,7,Local,2,County Highway Agency,4,County Road,CR-32,,3,37.66202778,-90.64733333,0,No Special Jurisdiction (Includes National Forests Since 2008),10,Railway Vehicle,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,6,Railway Grade Crossing,Not an Intersection,None,1,On Roadway,1,Daylight,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,445951G,99,99,99,99,99,99,0,None,0,None,0,None,1,0,2015-12-28 09:15:00+00:00,Pagi (06-11),Hari Kerja,Senin
25,Massachusetts,250028,1,1,0,0,0,1,1,13,472,10,4,2015,6,1,20,0,1,Rural,7,Local,3,Town or Township Highway Agency,8,Other,BENNETT ROAD,,99998,42.07774167,-72.381775,0,No Special Jurisdiction (Includes National Forests Since 2008),35,Embankment,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,8,Driveway Access Related,Not an Intersection,None,4,On Roadside,2,Dark – Not Lighted,2,Rain,10,Cloudy,2,Rain,No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,0,2015-04-10 01:20:00+00:00,Dini hari (00-05),Hari Kerja,Jumat
48,Texas,480009,1,1,0,0,0,2,2,339,0,1,1,2015,5,2,9,0,2,Urban,7,Local,98,Not Reported,4,County Road,CR-ROCKY RD,,0,30.29596389,-95.37448889,0,No Special Jurisdiction (Includes National Forests Since 2008),1,Rollover/Overturn,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,2,Dark – Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,0000000,99,99,99,99,88,88,0,None,0,None,0,None,1,1,2015-01-01 02:09:00+00:00,Dini hari (00-05),Hari Kerja,Kamis
48,Texas,480056,1,1,0,0,0,4,4,339,0,11,1,2015,1,3,27,0,2,Urban,7,Local,98,Not Reported,4,County Road,CR-CAPITOL HILL RD,,0,30.32975833,-95.59551944,0,No Special Jurisdiction (Includes National Forests Since 2008),43,Other Fixed Object,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,2,Dark – Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,2,1,2015-01-11 03:27:00+00:00,Dini hari (00-05),Akhir Pekan,Minggu
48,Texas,480619,1,1,0,0,0,3,3,215,0,19,3,2015,5,3,15,0,2,Urban,7,Local,98,Not Reported,4,County Road,CR-RAMSEYER RD,,0,26.36079722,-98.11202778,0,No Special Jurisdiction (Includes National Forests Since 2008),53,Mail Box,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,2,Dark – Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,1,2015-03-19 03:15:00+00:00,Dini hari (00-05),Hari Kerja,Kamis
12,Florida,121437,1,1,0,0,0,1,1,1,1620,2,8,2015,1,2,0,0,2,Urban,7,Local,2,County Highway Agency,4,County Road,CR-231,,99998,29.82053889,-82.34661389,0,No Special Jurisdiction (Includes National Forests Since 2008),35,Embankment,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,2,Dark – Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,No,0000000,99,99,99,99,88,88,0,None,0,None,0,None,1,1,2015-08-02 02:00:00+00:00,Dini hari (00-05),Akhir Pekan,Minggu
